node,label,residual_count,mean_exp_residual,ks_statistic_uniform_transform,ks_pvalue
1,ORD,23472,0.9782199565798466,0.12395278860285863,8.90756752e-315
0,ATL,18770,1.0342981944367409,0.13285662408235033,2.2730945376734256e-289
2,DFW,18014,0.9655982248252134,0.12922299146086058,1.0224899771204145e-262
3,DEN,14953,0.9732714574641399,0.14359378661805589,1.6609831184811608e-269
4,LAX,11805,1.0642473551311171,0.05854357669003457,1.3029015108049897e-35
