iteration,log_likelihood,beta,rho_pre_projection,rho_post_projection,projection_applied,projection_scale,elapsed_seconds,mu_min,mu_max,alpha_sum
1,-63560.11689854267,0.2,0.9943915819866582,0.9499999999999997,True,0.9553580472815649,2.3450405597686768,0.003926698906470767,0.09313136952792417,27.954596499252432
2,83901.08393274239,0.2,0.9938229567800588,0.9500000000000001,True,0.9559046644263046,2.4098610877990723,0.0037174932856167257,0.09705689795384456,28.01276792237872
3,85030.55421430792,0.2,0.9931989981570083,0.9500000000000008,True,0.9565051935843986,2.349546432495117,0.0035111317306778167,0.10019576396481815,28.0714885107271
4,86103.41640741084,0.2,0.9925213022801834,0.9500000000000007,True,0.9571582975775971,2.3230881690979004,0.003308611687684324,0.10256850531876162,28.130156139702045
5,87118.7471251951,0.2,0.9917917074317859,0.9499999999999996,True,0.9578624149419395,2.346951723098755,0.0031107860419421663,0.10421742022092838,28.188200485891652
6,88074.64674626701,0.2,0.9910123806795009,0.9500000000000004,True,0.9586156727412626,2.451233386993408,0.0029183745476325826,0.10519963411400933,28.245163378799234
7,88969.03069464565,0.2,0.9901858445040638,0.95,True,0.9594158563999762,2.4002017974853516,0.002731975229834998,0.1055809287010092,28.300760717635654
8,89800.5300482187,0.2,0.9893149528109619,0.9500000000000005,True,0.9602604279868049,2.3794775009155273,0.002552075316254839,0.1054306709619096,28.354908554507766
9,90569.13741463615,0.2,0.9884028449471142,0.9499999999999993,True,0.9611465657515696,2.3118791580200195,0.0023790614478764317,0.1048179412225411,28.407709175611075
10,91276.4161355331,0.2,0.9874529042914144,0.9500000000000002,True,0.9620711994175659,2.3703689575195312,0.002213229108252125,0.10380879833771088,28.459406988471347
11,91925.31936103353,0.2,0.986468732924729,0.9499999999999988,True,0.9630310300696456,2.4525933265686035,0.0020547913287813704,0.102464528530423,28.510330696694307
12,92519.79129541287,0.2,0.9854541391591845,0.9500000000000007,True,0.9640225376805105,2.3384644985198975,0.0019038867612583622,0.1009631417490572,28.560836727304633
13,93064.32234317774,0.2,0.9844131275227189,0.9499999999999998,True,0.9650419863768784,2.422306776046753,0.0017605871929407505,0.10195138785961176,28.611263228345592
14,93563.56503193322,0.2,0.9833498809681616,0.9500000000000008,True,0.9660854375297968,2.3421735763549805,0.0016249045524307857,0.10262235628953743,28.66189827746011
15,94022.05105450054,0.2,0.9822687291683896,0.9499999999999985,True,0.9671487768976327,2.3240373134613037,0.0014967974382312772,0.1030014638284893,28.712962092325377
16,94444.00823873785,0.2,0.9811741015833224,0.9500000000000004,True,0.9682277574051162,2.3827755451202393,0.001376177199299362,0.10902683858181536,28.764601059704106
17,94833.25903496999,0.2,0.9800704677918881,0.9500000000000014,True,0.9693180554051003,2.3904755115509033,0.0012629136024155645,0.11570009188346592,28.816890682746486
18,95193.17934236667,0.2,0.9789622698363288,0.9499999999999995,True,0.9704153359851437,2.351012706756592,0.0011568401275225332,0.12211816777813153,28.869844502235026
19,95526.69952468821,0.2,0.9778538521455535,0.9500000000000002,True,0.9715153219630539,2.3465700149536133,0.0010577589346063895,0.12820981307082135,28.92342632588962
20,95836.33346749505,0.2,0.9767493943443654,0.9499999999999991,True,0.9726138613453447,2.3580410480499268,0.000965445542519482,0.1339109804805246,28.97756353868545
