iteration,log_likelihood,beta,rho_pre_projection,rho_post_projection,projection_applied,projection_scale,elapsed_seconds,mu_min,mu_max,alpha_sum
1,-63560.11689854267,0.2,0.9943915819866582,0.7000000000000002,True,0.7039480348390478,2.51788592338562,0.003926698906470767,0.09313136952792417,20.598123736291264
2,73308.8081055812,0.2,0.9908353117289364,0.7000000000000002,True,0.7064746196606077,2.512885093688965,0.00503891808450595,0.13099821445154397,20.64089656046751
3,74724.48683858357,0.2,0.9858050360832402,0.6999999999999995,True,0.7100795536419767,2.4614357948303223,0.006427959305515526,0.18127892588963426,20.686394284155224
4,76182.13166085439,0.2,0.9788237178117967,0.6999999999999993,True,0.7151440931211605,2.75655198097229,0.008139366533672995,0.24644013262712744,20.736915340633207
5,77698.06782111368,0.2,0.9693932045886116,0.6999999999999992,True,0.7221012038113719,3.625412940979004,0.01020984506777801,0.32844288308530617,20.795964673910817
6,79277.9254674186,0.2,0.9571100545499467,0.7000000000000008,True,0.7313683485742449,3.101478099822998,0.012654591744252788,0.42802067204206873,20.868074775348926
7,80909.2112713833,0.2,0.9418368951208336,0.7000000000000013,True,0.7432284757863441,3.112234115600586,0.015451196070513346,0.5438489665283798,20.957908164380406
8,82556.18052080437,0.2,0.9238734489230247,0.6999999999999995,True,0.7576795293944231,3.122680187225342,0.018524722946318333,0.6719282990802962,21.068661160655317
9,84162.07188406496,0.2,0.9040255072905354,0.6999999999999996,True,0.7743144351070109,3.1092116832733154,0.021742358634524665,0.8056266402396159,21.200399723222684
10,85661.67360166772,0.2,0.8834901796157761,0.7,True,0.7923121457947899,3.4972944259643555,0.02492603988888549,0.9366657945354102,21.349312498165375
11,87000.31668524348,0.2,0.8635795400232089,0.7000000000000004,True,0.8105796484955946,3.26322340965271,0.027884245682116553,1.0568456831512973,21.508447432261395
12,88149.27025704703,0.2,0.8454119743325892,0.6999999999999995,True,0.8279986814151943,3.1407434940338135,0.030452405055060767,1.15980684805303,21.669567990874278
13,89109.34465586755,0.2,0.8297108364988471,0.7,True,0.8436674190659105,3.1419670581817627,0.03252473351873125,1.2420867737084031,21.825157020481708
14,89903.07016344526,0.2,0.8167645935194631,0.6999999999999997,True,0.8570400890955361,3.1012210845947266,0.034065359838901924,1.3031784035144862,21.969740879162046
15,90562.42910759876,0.2,0.806509644285816,0.6999999999999977,True,0.8679375441565452,3.1131951808929443,0.0350988054129134,1.3448350171330565,22.100284291767213
16,91118.87885052888,0.2,0.7986612523608378,0.6999999999999992,True,0.8764667096729736,3.1882660388946533,0.03568903711570474,1.3700987445171326,22.21588615131362
17,91598.23205340563,0.2,0.792834521475281,0.6999999999999991,True,0.882908073550408,3.0960206985473633,0.03591751632377725,1.382437710052478,22.317160396505543
18,92019.5413279937,0.2,0.7886299569478641,0.7000000000000008,True,0.8876152799332179,3.1391992568969727,0.03586654681790415,1.3851618136162445,22.405602173394932
19,92396.06954803443,0.2,0.7856822516476354,0.6999999999999986,True,0.8909454153152203,3.0888593196868896,0.035609515491793794,1.3811180706854718,22.4830884284057
20,92736.84903773043,0.2,0.7836814486713655,0.7000000000000011,True,0.8932200719906832,3.1379239559173584,0.035206821411135014,1.3725903324977764,22.55154628432924
